1;100;0.5641895835
Разбиений;Рекурсивное сложение;Двойное Рекурсивное сложение;Наивное сложение;Прореживающее сложение;Кехановское сложение;Совмещающее сложение
16655;-0.0000001495;-0.0000001359;-0.0000008051;-0.0000001495;-0.0000001495;-0.0000001495
16660;0.0000000889;0.0000000682;-0.0000012224;0.0000000293;0.0000000889;0.0000000889
16665;-0.0000001495;-0.0000001346;-0.0000014608;-0.0000000899;-0.0000001495;-0.0000001495
16670;0.0000000293;0.0000000672;-0.0000016992;0.0000000889;0.0000000293;0.0000000293
16675;-0.0000001495;-0.0000001348;-0.0000012820;-0.0000000899;-0.0000001495;-0.0000001495
16680;0.0000000889;0.0000000671;-0.0000008051;0.0000000889;0.0000000293;0.0000000293
16685;-0.0000001495;-0.0000001351;-0.0000000303;-0.0000001495;-0.0000001495;-0.0000001495
16690;0.0000000889;0.0000000671;-0.0000010436;0.0000000889;0.0000000889;0.0000000889
16695;-0.0000001495;-0.0000001349;-0.0000015204;-0.0000000899;-0.0000001495;-0.0000001495
16700;0.0000000889;0.0000000673;-0.0000015204;0.0000000293;0.0000000889;0.0000000889
16705;-0.0000001495;-0.0000001346;-0.0000027721;-0.0000000899;-0.0000001495;-0.0000001495
16710;0.0000000293;0.0000000683;-0.0000022953;0.0000000889;0.0000000293;0.0000000293
16715;-0.0000000899;-0.0000001344;-0.0000014012;-0.0000001495;-0.0000001495;-0.0000001495
16720;0.0000000889;0.0000000680;-0.0000020568;0.0000000889;0.0000000889;0.0000000889
16725;-0.0000001495;-0.0000001342;-0.0000019376;-0.0000001495;-0.0000001495;-0.0000001495
16730;0.0000000889;0.0000000673;-0.0000014012;0.0000000293;0.0000000889;0.0000000889
16735;-0.0000000899;-0.0000001346;-0.0000011628;-0.0000001495;-0.0000001495;-0.0000001495
16740;0.0000000889;0.0000000677;-0.0000022357;0.0000000293;0.0000000293;0.0000000293
16745;-0.0000001495;-0.0000001335;-0.0000018780;-0.0000001495;-0.0000001495;-0.0000001495
16750;0.0000000889;0.0000000672;-0.0000013416;0.0000000889;0.0000000889;0.0000000889
16755;-0.0000001495;-0.0000001344;-0.0000025337;-0.0000001495;-0.0000001495;-0.0000001495
16760;0.0000000889;0.0000000674;-0.0000019972;0.0000000293;0.0000000889;0.0000000889
16765;-0.0000001495;-0.0000001342;-0.0000019376;-0.0000001495;-0.0000001495;-0.0000001495
16770;0.0000000889;0.0000000664;-0.0000021761;0.0000000889;0.0000000889;0.0000000889
16775;-0.0000001495;-0.0000001330;-0.0000018184;-0.0000001495;-0.0000001495;-0.0000001495
16780;0.0000000293;0.0000000671;-0.0000018780;0.0000000889;0.0000000889;0.0000000889
16785;-0.0000001495;-0.0000001333;-0.0000022357;-0.0000001495;-0.0000001495;-0.0000001495
16790;0.0000000889;0.0000000675;-0.0000025933;0.0000000889;0.0000000293;0.0000000293
16795;-0.0000001495;-0.0000001346;-0.0000028913;-0.0000001495;-0.0000001495;-0.0000001495
16800;0.0000000889;0.0000000661;-0.0000016396;0.0000000889;0.0000000293;0.0000000293
16805;-0.0000001495;-0.0000001333;-0.0000009244;-0.0000001495;-0.0000001495;-0.0000001495
16810;0.0000000889;0.0000000664;-0.0000012224;0.0000000889;0.0000000889;0.0000000889
16815;-0.0000001495;-0.0000001327;-0.0000018780;-0.0000001495;-0.0000001495;-0.0000001495
16820;0.0000000293;0.0000000662;-0.0000013416;0.0000000293;0.0000000293;0.0000000293
16825;-0.0000001495;-0.0000001324;-0.0000014608;-0.0000000899;-0.0000001495;-0.0000001495
16830;0.0000000889;0.0000000667;-0.0000016396;0.0000000889;0.0000000293;0.0000000293
16835;-0.0000001495;-0.0000001322;-0.0000015204;-0.0000001495;-0.0000001495;-0.0000001495
16840;0.0000000889;0.0000000664;-0.0000015204;0.0000000889;0.0000000889;0.0000000889
16845;-0.0000001495;-0.0000001325;-0.0000018780;-0.0000000899;-0.0000000899;-0.0000000899
16850;0.0000000889;0.0000000667;-0.0000020568;0.0000000293;0.0000000293;0.0000000293
16855;-0.0000001495;-0.0000001321;-0.0000018780;-0.0000001495;-0.0000001495;-0.0000001495
16860;0.0000000889;0.0000000661;-0.0000014608;0.0000000889;0.0000000889;0.0000000889
16865;-0.0000001495;-0.0000001320;-0.0000011628;-0.0000001495;-0.0000001495;-0.0000001495
16870;0.0000000293;0.0000000650;-0.0000006263;0.0000000889;0.0000000889;0.0000000889
16875;-0.0000001495;-0.0000001318;-0.0000011032;-0.0000001495;-0.0000001495;-0.0000001495
16880;0.0000000889;0.0000000660;-0.0000017588;0.0000000293;0.0000000889;0.0000000889
16885;-0.0000001495;-0.0000001321;-0.0000019376;-0.0000000899;-0.0000001495;-0.0000001495
16890;0.0000000889;0.0000000666;-0.0000011628;0.0000000889;0.0000000889;0.0000000889
16895;-0.0000001495;-0.0000001315;-0.0000009244;-0.0000000899;-0.0000000899;-0.0000000899
16900;0.0000000889;0.0000000658;-0.0000012820;0.0000000889;0.0000000889;0.0000000889
16905;-0.0000001495;-0.0000001319;-0.0000012820;-0.0000001495;-0.0000000899;-0.0000000899
16910;0.0000000889;0.0000000658;-0.0000006859;0.0000000889;0.0000000889;0.0000000889
16915;-0.0000001495;-0.0000001315;-0.0000015800;-0.0000001495;-0.0000001495;-0.0000001495
16920;0.0000000889;0.0000000658;-0.0000006859;0.0000000889;0.0000000889;0.0000000889
16925;-0.0000001495;-0.0000001311;-0.0000012224;-0.0000000899;-0.0000001495;-0.0000001495
16930;0.0000000889;0.0000000661;-0.0000007455;0.0000000889;0.0000000889;0.0000000889
16935;-0.0000001495;-0.0000001313;-0.0000012820;-0.0000001495;-0.0000001495;-0.0000001495
16940;0.0000000889;0.0000000662;-0.0000010436;0.0000000889;0.0000000889;0.0000000889
16945;-0.0000001495;-0.0000001312;-0.0000006859;-0.0000000899;-0.0000001495;-0.0000001495
16950;0.0000000889;0.0000000654;-0.0000012820;0.0000000889;0.0000000889;0.0000000889
16955;-0.0000001495;-0.0000001309;-0.0000017588;-0.0000001495;-0.0000000899;-0.0000000899
16960;0.0000000889;0.0000000653;-0.0000011628;0.0000000293;0.0000000293;0.0000000293
16965;-0.0000001495;-0.0000001302;-0.0000019972;-0.0000001495;-0.0000001495;-0.0000001495
16970;0.0000000889;0.0000000647;-0.0000013416;0.0000000889;0.0000000889;0.0000000889
16975;-0.0000000899;-0.0000001305;-0.0000015204;-0.0000000899;-0.0000001495;-0.0000001495
16980;0.0000000889;0.0000000654;-0.0000013416;0.0000000889;0.0000000293;0.0000000293
16985;-0.0000001495;-0.0000001304;-0.0000014608;-0.0000001495;-0.0000001495;-0.0000001495
16990;0.0000000889;0.0000000652;-0.0000022357;0.0000000889;0.0000000889;0.0000000889
16995;-0.0000001495;-0.0000001306;-0.0000015800;-0.0000000899;-0.0000001495;-0.0000000899
17000;0.0000000889;0.0000000650;-0.0000012224;0.0000000889;0.0000000889;0.0000000889
17005;-0.0000001495;-0.0000001307;-0.0000012820;-0.0000001495;-0.0000001495;-0.0000001495
17010;0.0000000889;0.0000000660;-0.0000012224;0.0000000889;0.0000000889;0.0000000889
17015;-0.0000001495;-0.0000001294;-0.0000012820;-0.0000000899;-0.0000001495;-0.0000001495
17020;0.0000000889;0.0000000644;-0.0000008648;0.0000000293;0.0000000889;0.0000000889
17025;-0.0000000899;-0.0000001295;-0.0000021164;-0.0000001495;-0.0000001495;-0.0000001495
17030;0.0000000889;0.0000000650;-0.0000015800;0.0000000889;0.0000000889;0.0000000889
17035;-0.0000001495;-0.0000001301;-0.0000016396;-0.0000001495;-0.0000001495;-0.0000001495
17040;0.0000000889;0.0000000645;-0.0000021761;0.0000000889;0.0000000889;0.0000000889
17045;-0.0000001495;-0.0000001290;-0.0000012820;-0.0000001495;-0.0000001495;-0.0000001495
17050;0.0000000889;0.0000000649;-0.0000012820;0.0000000889;0.0000000293;0.0000000293
17055;-0.0000001495;-0.0000001292;-0.0000009244;-0.0000000899;-0.0000000899;-0.0000000899
17060;0.0000000889;0.0000000655;-0.0000015204;0.0000001485;0.0000000889;0.0000000889
17065;-0.0000001495;-0.0000001290;-0.0000011032;-0.0000001495;-0.0000000899;-0.0000000899
17070;0.0000000293;0.0000000644;-0.0000014608;0.0000000889;0.0000000889;0.0000000889
17075;-0.0000000899;-0.0000001290;-0.0000015204;-0.0000001495;-0.0000001495;-0.0000001495
17080;0.0000000889;0.0000000643;-0.0000014012;0.0000000889;0.0000000889;0.0000000889
17085;-0.0000001495;-0.0000001291;-0.0000009244;-0.0000001495;-0.0000001495;-0.0000001495
17090;0.0000000889;0.0000000642;-0.0000017588;0.0000000293;0.0000000293;0.0000000293
17095;-0.0000001495;-0.0000001285;-0.0000014012;-0.0000000899;-0.0000001495;-0.0000001495
17100;0.0000000293;0.0000000648;-0.0000016396;0.0000000293;0.0000000293;0.0000000293
17105;-0.0000000899;-0.0000001283;-0.0000022357;-0.0000001495;-0.0000001495;-0.0000001495
17110;0.0000000889;0.0000000636;-0.0000015800;0.0000000293;0.0000000293;0.0000000293
17115;-0.0000001495;-0.0000001281;-0.0000005071;-0.0000001495;-0.0000001495;-0.0000001495
17120;0.0000000889;0.0000000634;-0.0000015204;0.0000000293;0.0000000889;0.0000000889
17125;-0.0000001495;-0.0000001279;-0.0000022357;-0.0000001495;-0.0000000899;-0.0000000899
17130;0.0000000293;0.0000000641;-0.0000003879;0.0000000889;0.0000000889;0.0000000889
17135;-0.0000001495;-0.0000001285;-0.0000013416;-0.0000001495;-0.0000001495;-0.0000001495
17140;0.0000000889;0.0000000646;-0.0000011628;0.0000000293;0.0000000889;0.0000000889
17145;-0.0000001495;-0.0000001278;-0.0000019972;-0.0000001495;-0.0000001495;-0.0000001495
17150;0.0000000889;0.0000000640;-0.0000016396;0.0000000293;0.0000000293;0.0000000293
17155;-0.0000001495;-0.0000001279;-0.0000013416;-0.0000000899;-0.0000000899;-0.0000000899
17160;0.0000000889;0.0000000635;-0.0000015204;0.0000000889;0.0000000889;0.0000000889
17165;-0.0000001495;-0.0000001276;-0.0000018780;-0.0000001495;-0.0000001495;-0.0000001495
17170;0.0000000889;0.0000000636;-0.0000012224;0.0000000889;0.0000000889;0.0000000889
17175;-0.0000001495;-0.0000001281;-0.0000017588;-0.0000001495;-0.0000000899;-0.0000000899
17180;0.0000000889;0.0000000635;-0.0000018184;0.0000000889;0.0000000293;0.0000000293
17185;-0.0000001495;-0.0000001263;-0.0000014012;-0.0000000899;-0.0000000899;-0.0000000899
17190;0.0000000889;0.0000000641;-0.0000005667;0.0000000293;0.0000000889;0.0000000889
17195;-0.0000001495;-0.0000001266;-0.0000018780;-0.0000001495;-0.0000000899;-0.0000000899
17200;0.0000000889;0.0000000647;-0.0000008051;0.0000000293;0.0000000293;0.0000000293
17205;-0.0000000899;-0.0000001262;-0.0000009244;-0.0000001495;-0.0000001495;-0.0000001495
17210;0.0000000293;0.0000000634;-0.0000014608;0.0000000889;0.0000000293;0.0000000293
17215;-0.0000000899;-0.0000001269;-0.0000014608;-0.0000001495;-0.0000001495;-0.0000001495
17220;0.0000000293;0.0000000628;-0.0000011628;0.0000000889;0.0000000889;0.0000000889
17225;-0.0000001495;-0.0000001268;-0.0000021761;-0.0000000899;-0.0000001495;-0.0000001495
17230;0.0000000889;0.0000000632;-0.0000015800;0.0000000293;0.0000000889;0.0000000889
17235;-0.0000001495;-0.0000001261;-0.0000019972;-0.0000001495;-0.0000001495;-0.0000001495
17240;0.0000000889;0.0000000630;-0.0000013416;0.0000000889;0.0000000293;0.0000000293
17245;-0.0000001495;-0.0000001268;-0.0000019376;-0.0000000899;-0.0000001495;-0.0000001495
17250;0.0000000889;0.0000000628;-0.0000017588;0.0000000293;0.0000000293;0.0000000293
17255;-0.0000001495;-0.0000001260;-0.0000012224;-0.0000001495;-0.0000001495;-0.0000001495
17260;0.0000000889;0.0000000626;-0.0000010436;0.0000000889;0.0000000889;0.0000000889
17265;-0.0000000899;-0.0000001262;-0.0000018184;-0.0000001495;-0.0000001495;-0.0000001495
17270;0.0000000293;0.0000000630;-0.0000012820;0.0000000293;0.0000000293;0.0000000293
17275;-0.0000001495;-0.0000001257;-0.0000013416;-0.0000001495;-0.0000000899;-0.0000000899
17280;0.0000000889;0.0000000635;-0.0000012820;0.0000000293;0.0000000293;0.0000000293
17285;-0.0000001495;-0.0000001268;-0.0000027125;-0.0000001495;-0.0000001495;-0.0000001495
17290;0.0000000889;0.0000000623;-0.0000017588;0.0000000889;0.0000000889;0.0000000889
17295;-0.0000001495;-0.0000001258;-0.0000027721;-0.0000000899;-0.0000001495;-0.0000001495
17300;0.0000000889;0.0000000627;-0.0000017588;0.0000000293;0.0000000293;0.0000000293
17305;-0.0000001495;-0.0000001251;-0.0000024741;-0.0000001495;-0.0000001495;-0.0000001495
17310;0.0000000889;0.0000000627;-0.0000014012;0.0000000889;0.0000000889;0.0000000889
17315;-0.0000001495;-0.0000001253;-0.0000012224;-0.0000001495;-0.0000000899;-0.0000000899
17320;0.0000000889;0.0000000632;-0.0000016396;0.0000000293;0.0000000293;0.0000000293
17325;-0.0000000899;-0.0000001247;-0.0000018780;-0.0000000899;-0.0000001495;-0.0000001495
17330;0.0000000293;0.0000000614;-0.0000022953;0.0000000889;0.0000000889;0.0000000889
17335;-0.0000001495;-0.0000001250;-0.0000014608;-0.0000001495;-0.0000000899;-0.0000000899
17340;0.0000000889;0.0000000623;-0.0000012224;0.0000000889;0.0000000293;0.0000000293
17345;-0.0000001495;-0.0000001244;-0.0000023549;-0.0000000899;-0.0000000899;-0.0000000899
17350;0.0000000889;0.0000000628;-0.0000009840;0.0000000293;0.0000000293;0.0000000293
17355;-0.0000001495;-0.0000001249;-0.0000015800;-0.0000001495;-0.0000001495;-0.0000001495
17360;0.0000000889;0.0000000624;-0.0000016396;0.0000000889;0.0000000889;0.0000000889
17365;-0.0000001495;-0.0000001252;-0.0000020568;-0.0000000899;-0.0000000899;-0.0000000899
17370;0.0000000293;0.0000000624;-0.0000009840;0.0000000293;0.0000000293;0.0000000293
17375;-0.0000001495;-0.0000001250;-0.0000010436;-0.0000001495;-0.0000001495;-0.0000001495
17380;0.0000000889;0.0000000618;-0.0000003283;0.0000000889;0.0000000293;0.0000000293
17385;-0.0000001495;-0.0000001252;-0.0000004475;-0.0000000899;-0.0000000899;-0.0000000899
17390;0.0000000889;0.0000000626;-0.0000014608;0.0000000293;0.0000000889;0.0000000889
17395;-0.0000001495;-0.0000001235;-0.0000007455;-0.0000001495;-0.0000000899;-0.0000000899
17400;0.0000000889;0.0000000615;-0.0000014608;0.0000000293;0.0000000889;0.0000000889
17405;-0.0000001495;-0.0000001236;-0.0000014608;-0.0000001495;-0.0000000899;-0.0000000899
17410;0.0000000889;0.0000000622;-0.0000009840;0.0000000293;0.0000000293;0.0000000293
17415;-0.0000001495;-0.0000001242;-0.0000021164;-0.0000001495;-0.0000001495;-0.0000001495
17420;0.0000000293;0.0000000619;-0.0000003879;0.0000000293;0.0000000293;0.0000000293
17425;-0.0000001495;-0.0000001242;-0.0000019972;-0.0000001495;-0.0000001495;-0.0000001495
17430;0.0000000889;0.0000000619;-0.0000014608;0.0000000889;0.0000000889;0.0000000889
17435;-0.0000001495;-0.0000001242;-0.0000020568;-0.0000001495;-0.0000001495;-0.0000001495
17440;0.0000000889;0.0000000620;-0.0000016396;0.0000000293;0.0000000293;0.0000000293
17445;-0.0000001495;-0.0000001234;-0.0000015800;-0.0000001495;-0.0000001495;-0.0000001495
17450;0.0000000293;0.0000000619;-0.0000015204;0.0000000293;0.0000000293;0.0000000293
17455;-0.0000001495;-0.0000001233;-0.0000018184;-0.0000000899;-0.0000000899;-0.0000000899
17460;0.0000000889;0.0000000614;-0.0000012224;-0.0000000303;0.0000000889;0.0000000889
17465;-0.0000001495;-0.0000001224;-0.0000016992;-0.0000000899;-0.0000000899;-0.0000000899
17470;0.0000000889;0.0000000613;-0.0000015800;0.0000000889;0.0000000889;0.0000000889
17475;-0.0000001495;-0.0000001229;-0.0000021164;-0.0000000899;-0.0000001495;-0.0000001495
17480;0.0000000293;0.0000000623;-0.0000016992;0.0000000889;0.0000000889;0.0000000889
17485;-0.0000000899;-0.0000001228;-0.0000026529;-0.0000000899;-0.0000000899;-0.0000000899
17490;0.0000000889;0.0000000617;-0.0000016992;0.0000000889;0.0000000889;0.0000000889
17495;-0.0000000899;-0.0000001222;-0.0000025933;-0.0000001495;-0.0000001495;-0.0000001495
17500;0.0000000889;0.0000000614;-0.0000021164;0.0000001485;0.0000000889;0.0000000889
17505;-0.0000001495;-0.0000001240;-0.0000021761;-0.0000001495;-0.0000001495;-0.0000001495
17510;0.0000000889;0.0000000616;-0.0000008648;0.0000000889;0.0000000293;0.0000000293
17515;-0.0000001495;-0.0000001218;-0.0000011628;-0.0000000899;-0.0000001495;-0.0000001495
17520;0.0000000889;0.0000000619;-0.0000006263;0.0000000889;0.0000000889;0.0000000889
17525;-0.0000000899;-0.0000001229;-0.0000018184;-0.0000001495;-0.0000001495;-0.0000001495
17530;0.0000000889;0.0000000622;-0.0000020568;0.0000000889;0.0000000889;0.0000000889
17535;-0.0000000899;-0.0000001214;-0.0000014012;-0.0000000899;-0.0000001495;-0.0000001495
17540;0.0000000889;0.0000000605;-0.0000015204;0.0000000889;0.0000000889;0.0000000889
17545;-0.0000000899;-0.0000001222;-0.0000019972;-0.0000000899;-0.0000000899;-0.0000000899
17550;0.0000000889;0.0000000626;-0.0000015204;0.0000001485;0.0000000293;0.0000000293
17555;-0.0000001495;-0.0000001214;-0.0000020568;-0.0000001495;-0.0000000899;-0.0000000899
17560;0.0000000889;0.0000000610;-0.0000012820;0.0000000889;0.0000000889;0.0000000889
17565;-0.0000001495;-0.0000001216;-0.0000009244;-0.0000000899;-0.0000000899;-0.0000000899
17570;0.0000000889;0.0000000607;-0.0000013416;0.0000000293;0.0000000889;0.0000000889
17575;-0.0000001495;-0.0000001221;-0.0000016992;-0.0000001495;-0.0000001495;-0.0000001495
17580;0.0000000889;0.0000000605;-0.0000011628;0.0000000889;0.0000000293;0.0000000293
17585;-0.0000000899;-0.0000001223;-0.0000009840;-0.0000001495;-0.0000001495;-0.0000001495
17590;0.0000000293;0.0000000608;-0.0000013416;0.0000000889;0.0000000889;0.0000000889
17595;-0.0000001495;-0.0000001208;-0.0000015800;-0.0000000899;-0.0000000899;-0.0000000899
17600;0.0000000889;0.0000000604;-0.0000014608;0.0000000889;0.0000000889;0.0000000889
17605;-0.0000001495;-0.0000001227;-0.0000023549;-0.0000000899;-0.0000000899;-0.0000000899
17610;0.0000000889;0.0000000605;-0.0000025933;0.0000000293;0.0000000293;0.0000000293
17615;-0.0000001495;-0.0000001214;-0.0000017588;-0.0000000899;-0.0000000899;-0.0000000899
17620;0.0000000889;0.0000000596;-0.0000018184;0.0000000889;0.0000000889;0.0000000889
17625;-0.0000000899;-0.0000001199;-0.0000015800;-0.0000000899;-0.0000001495;-0.0000001495
17630;0.0000000889;0.0000000609;-0.0000019376;0.0000000293;0.0000000293;0.0000000293
17635;-0.0000000899;-0.0000001199;-0.0000022357;-0.0000000899;-0.0000001495;-0.0000001495
17640;0.0000000889;0.0000000604;-0.0000020568;0.0000000293;0.0000000889;0.0000000889
17645;-0.0000001495;-0.0000001205;-0.0000012820;-0.0000000899;-0.0000000899;-0.0000000899
17650;0.0000000889;0.0000000604;-0.0000009840;0.0000000293;0.0000000889;0.0000000889
17655;-0.0000001495;-0.0000001201;-0.0000016992;-0.0000000899;-0.0000000899;-0.0000000899
17660;0.0000000293;0.0000000603;-0.0000014012;0.0000000889;0.0000000889;0.0000000889
17665;-0.0000001495;-0.0000001208;-0.0000020568;-0.0000001495;-0.0000000899;-0.0000000899
17670;0.0000000889;0.0000000601;-0.0000012224;0.0000000889;0.0000000889;0.0000000889
17675;-0.0000001495;-0.0000001204;-0.0000025337;-0.0000000899;-0.0000001495;-0.0000001495
17680;0.0000000889;0.0000000592;-0.0000011628;0.0000000293;0.0000000293;0.0000000293
17685;-0.0000001495;-0.0000001194;-0.0000014608;-0.0000000899;-0.0000000899;-0.0000000899
17690;0.0000000889;0.0000000603;-0.0000018184;0.0000000889;0.0000000889;0.0000000889
17695;-0.0000001495;-0.0000001200;-0.0000020568;-0.0000001495;-0.0000000899;-0.0000000899
17700;0.0000000889;0.0000000596;-0.0000015800;0.0000000889;0.0000000889;0.0000000889
17705;-0.0000001495;-0.0000001201;-0.0000025337;-0.0000000899;-0.0000001495;-0.0000001495
17710;0.0000000889;0.0000000600;-0.0000002687;0.0000000293;0.0000000293;0.0000000293
17715;-0.0000001495;-0.0000001198;-0.0000012224;-0.0000000899;-0.0000000899;-0.0000000899
17720;0.0000000889;0.0000000602;-0.0000013416;0.0000000293;0.0000000293;0.0000000293
17725;-0.0000000899;-0.0000001202;-0.0000019376;-0.0000000899;-0.0000000899;-0.0000000899
17730;0.0000000889;0.0000000600;-0.0000011628;0.0000000889;0.0000000293;0.0000000293
17735;-0.0000001495;-0.0000001192;-0.0000025337;-0.0000001495;-0.0000001495;-0.0000001495
17740;0.0000000889;0.0000000605;-0.0000011032;0.0000000889;0.0000000889;0.0000000889
17745;-0.0000001495;-0.0000001190;-0.0000013416;-0.0000001495;-0.0000001495;-0.0000001495
17750;0.0000000889;0.0000000590;-0.0000010436;0.0000000889;0.0000000889;0.0000000889
17755;-0.0000000899;-0.0000001191;-0.0000014608;-0.0000001495;-0.0000000899;-0.0000000899
17760;0.0000000889;0.0000000596;-0.0000011032;0.0000000293;0.0000000889;0.0000000889
17765;-0.0000000899;-0.0000001186;-0.0000014012;-0.0000001495;-0.0000001495;-0.0000001495
17770;0.0000000889;0.0000000601;-0.0000005071;0.0000000293;0.0000000293;0.0000000293
17775;-0.0000000899;-0.0000001192;-0.0000007455;-0.0000000899;-0.0000000899;-0.0000000899
17780;0.0000000293;0.0000000600;-0.0000007455;0.0000000889;0.0000000889;0.0000000889
17785;-0.0000001495;-0.0000001190;-0.0000013416;-0.0000001495;-0.0000001495;-0.0000001495
17790;0.0000000889;0.0000000596;-0.0000009244;0.0000000889;0.0000000889;0.0000000889
17795;-0.0000000899;-0.0000001184;-0.0000016396;-0.0000001495;-0.0000000899;-0.0000000899
17800;0.0000000889;0.0000000595;-0.0000012820;0.0000000889;0.0000000889;0.0000000889
17805;-0.0000001495;-0.0000001181;-0.0000012224;-0.0000001495;-0.0000000899;-0.0000000899
17810;0.0000000889;0.0000000594;-0.0000013416;0.0000000293;0.0000000293;0.0000000293
17815;-0.0000000899;-0.0000001185;-0.0000022953;-0.0000000899;-0.0000000899;-0.0000000899
17820;0.0000000889;0.0000000584;-0.0000017588;0.0000000293;0.0000000889;0.0000000889
17825;-0.0000001495;-0.0000001185;-0.0000024145;-0.0000001495;-0.0000001495;-0.0000001495
17830;0.0000000889;0.0000000598;-0.0000023549;0.0000000293;0.0000000293;0.0000000293
17835;-0.0000000899;-0.0000001181;-0.0000014012;-0.0000001495;-0.0000001495;-0.0000001495
17840;0.0000000889;0.0000000591;-0.0000016396;0.0000000889;0.0000000889;0.0000000889
17845;-0.0000001495;-0.0000001181;-0.0000020568;-0.0000000899;-0.0000000899;-0.0000000899
17850;0.0000000889;0.0000000601;-0.0000011032;0.0000000889;0.0000000889;0.0000000889
17855;-0.0000001495;-0.0000001176;-0.0000013416;-0.0000000899;-0.0000000899;-0.0000000899
17860;0.0000000889;0.0000000591;-0.0000017588;0.0000000889;0.0000000293;0.0000000293
17865;-0.0000001495;-0.0000001174;-0.0000009244;-0.0000001495;-0.0000000899;-0.0000000899
17870;0.0000000889;0.0000000588;-0.0000009840;0.0000000293;0.0000000293;0.0000000293
17875;-0.0000001495;-0.0000001173;-0.0000008051;-0.0000000899;-0.0000000899;-0.0000000899
17880;0.0000000889;0.0000000589;-0.0000006859;0.0000000293;0.0000000293;0.0000000293
17885;-0.0000001495;-0.0000001168;-0.0000008648;-0.0000000899;-0.0000000899;-0.0000000899
17890;0.0000000889;0.0000000590;-0.0000014012;0.0000000889;0.0000000293;0.0000000293
17895;-0.0000001495;-0.0000001184;-0.0000012820;-0.0000000899;-0.0000000899;-0.0000000899
17900;0.0000000889;0.0000000584;-0.0000013416;0.0000000889;0.0000000293;0.0000000293
17905;-0.0000000899;-0.0000001166;-0.0000005667;-0.0000000899;-0.0000000899;-0.0000000899
17910;0.0000000293;0.0000000588;-0.0000015800;0.0000000889;0.0000000293;0.0000000293
17915;-0.0000001495;-0.0000001178;-0.0000008648;-0.0000001495;-0.0000000899;-0.0000000899
17920;0.0000000889;0.0000000579;-0.0000006859;0.0000000293;0.0000000293;0.0000000293
17925;-0.0000000899;-0.0000001172;-0.0000017588;-0.0000000899;-0.0000001495;-0.0000001495
17930;0.0000000889;0.0000000576;-0.0000016396;0.0000000293;0.0000000293;0.0000000293
17935;-0.0000001495;-0.0000001167;-0.0000014608;-0.0000000899;-0.0000001495;-0.0000001495
17940;0.0000000889;0.0000000589;-0.0000008648;0.0000000293;0.0000000293;0.0000000293
17945;-0.0000001495;-0.0000001167;-0.0000021164;-0.0000001495;-0.0000001495;-0.0000001495
17950;0.0000000889;0.0000000588;-0.0000015204;0.0000000293;0.0000000889;0.0000000889
17955;-0.0000000899;-0.0000001169;-0.0000024741;-0.0000000899;-0.0000000899;-0.0000000899
17960;0.0000000889;0.0000000588;-0.0000015800;0.0000000293;0.0000000293;0.0000000293
17965;-0.0000000899;-0.0000001163;-0.0000014012;-0.0000000899;-0.0000001495;-0.0000001495
17970;0.0000000889;0.0000000584;-0.0000005071;0.0000000889;0.0000000889;0.0000000889
17975;-0.0000001495;-0.0000001158;-0.0000006263;-0.0000000899;-0.0000000899;-0.0000000899
17980;0.0000000889;0.0000000585;-0.0000015800;0.0000000889;0.0000000889;0.0000000889
17985;-0.0000001495;-0.0000001160;-0.0000016992;-0.0000000899;-0.0000000899;-0.0000000899
17990;0.0000000293;0.0000000578;-0.0000011628;0.0000000293;0.0000000293;0.0000000293
17995;-0.0000000899;-0.0000001160;-0.0000019972;-0.0000000899;-0.0000000899;-0.0000000899
18000;0.0000000889;0.0000000581;-0.0000009244;0.0000000293;0.0000000293;0.0000000293
18005;-0.0000001495;-0.0000001158;-0.0000012820;-0.0000001495;-0.0000000899;-0.0000000899
18010;0.0000000889;0.0000000574;-0.0000015800;0.0000000293;0.0000000889;0.0000000889
18015;-0.0000001495;-0.0000001156;-0.0000014608;-0.0000000899;-0.0000000899;-0.0000000899
18020;0.0000000293;0.0000000580;-0.0000019376;0.0000000889;0.0000000293;0.0000000293
18025;-0.0000001495;-0.0000001152;-0.0000025933;-0.0000001495;-0.0000000899;-0.0000000899
18030;0.0000000293;0.0000000575;-0.0000016396;0.0000000293;0.0000000293;0.0000000293
18035;-0.0000001495;-0.0000001153;-0.0000015800;-0.0000000899;-0.0000000899;-0.0000000899
18040;0.0000000889;0.0000000569;-0.0000016992;0.0000000293;0.0000000293;0.0000000293
18045;-0.0000001495;-0.0000001154;-0.0000003283;-0.0000000899;-0.0000000899;-0.0000000899
18050;0.0000000889;0.0000000573;-0.0000010436;0.0000000889;0.0000000293;0.0000000293
18055;-0.0000000899;-0.0000001153;-0.0000014608;-0.0000000899;-0.0000000899;-0.0000000899
18060;0.0000000293;0.0000000578;-0.0000010436;0.0000000293;0.0000000293;0.0000000293
18065;-0.0000000899;-0.0000001152;-0.0000012820;-0.0000001495;-0.0000001495;-0.0000001495
18070;0.0000000889;0.0000000576;-0.0000018780;0.0000000889;0.0000000889;0.0000000889
18075;-0.0000001495;-0.0000001121;-0.0000008051;-0.0000001495;-0.0000001495;-0.0000001495
18080;0.0000000889;0.0000000575;-0.0000022357;0.0000000293;0.0000000293;0.0000000293
